undersexed,10,2.71,9,3,3,1
undersized,10,5.12,8,3,3,1
understaffed,12,4.62,9,3,3,1
understand,10,11.59,9,3,1,1
understandable,14,8.02,12,5,2,1
understandably,14,6.61,13,5,3,1
understanded,12,0.69,11,4,2,1
understands,11,8.4,10,3,2,1
understandingly,15,2.56,13,5,3,1
understated,11,5.69,10,4,3,1
undertaken,10,7.35,9,4,3,1
undertakes,10,4.74,8,3,3,1
undervalue,10,3.71,9,4,2,1
underweight,11,4.69,7,3,3,1
underwood's,11,2.83,8,3,3,1
undeserved,10,5.43,8,3,4,1
undesirable,11,7.37,10,5,3,1
undetectable,12,6.05,11,5,3,1
undetected,10,6.19,10,4,3,1
undetermined,12,5.89,10,4,3,1
undeveloped,11,6,10,4,3,1
undifferentiated,16,4.78,14,7,5,1
undigested,10,4.38,10,4,4,1
undignified,11,4.33,10,4,4,1
undiluted,9,4.8,9,4,3,1
undiminished,12,3.3,10,4,4,1
undisciplined,13,5.2,11,4,3,1
undisclosed,11,5.69,10,3,4,1
undisguised,11,3.71,9,3,4,1
undisputed,10,6.09,11,4,4,1
undisturbed,11,5.73,9,3,4,1
undivided,9,5.66,9,4,3,1
undistinguished,15,4.13,13,4,3,1
undomesticated,14,2.89,14,6,4,1
undoubtedly,11,8.15,9,4,4,1
undulated,9,3.76,9,4,3,1
undulating,10,5.12,9,4,3,1
uneconomic,10,3.97,10,5,3,1
uneconomical,12,4.55,11,6,4,1
uneducated,10,7.12,10,5,4,1
unemotional,11,4.57,9,5,4,1
unemployed,10,7.82,8,3,3,1
unemployable,12,4.77,10,4,3,1
unendurable,11,3.56,10,5,4,1
unenlightened,13,5.75,9,4,5,1
unenthusiastic,14,3.76,13,6,4,1
unenviable,10,4.38,9,4,3,1
unerringly,10,4.22,8,4,4,1
unequalled,10,4.09,8,3,4,1
unequivocal,11,5.6,11,5,4,1
unequivocally,13,6.21,11,5,5,1
uneventful,10,5.54,9,4,3,1
unexceptionable,15,2.3,12,6,5,1
unexpected,10,8.36,11,4,3,1
unexpectedly,12,7,13,5,4,1
unexpended,10,1.95,11,4,4,1
unexplainable,13,5.37,12,5,3,1
unexplained,11,6.93,10,3,3,1
unexplored,10,5.56,10,3,3,1
unfailingly,11,4.37,9,4,4,1
unfaltering,11,1.1,9,4,3,1
unfalteringly,13,0.69,11,5,4,1
unfamiliar,10,8.07,9,4,2,1
unfathomable,12,5.26,9,5,3,1
unfavorable,11,6.21,9,5,3,1
unfertilized,12,4.36,9,4,4,1
unfinished,10,7.21,8,3,3,1
unflappable,11,3.66,9,4,3,1
unflattering,12,5.19,9,4,3,1
unflinching,11,5.18,9,3,3,1
unforeseen,10,5.59,8,3,4,1
unforgivable,12,5.48,10,5,3,1
unforgettable,13,6.52,10,5,3,1
unfortunate,11,8.71,10,4,3,1
unfortunately,13,10.71,12,5,4,1
unfounded,9,7.24,8,3,3,1
unfrequented,12,1.95,12,4,4,1
unfriendly,10,6.61,9,3,3,1
unfulfilled,11,5.55,9,3,4,1
unfurnished,11,3.43,8,3,3,1
ungenerous,10,3,9,4,2,1
unglamorous,11,3.37,9,4,3,1
ungovernable,12,3.37,10,5,3,1
ungrateful,10,5.82,8,3,3,1
ungratified,11,1.79,10,4,4,1
unhappiest,10,2.48,9,4,3,1
unharmonious,12,0,11,4,4,1
unhesitatingly,14,3.66,13,6,5,1
unhurriedly,11,2.2,9,4,4,1
unidentified,12,7.25,11,5,4,1
unidirectional,14,5.18,13,6,4,1
uniformed,9,6.36,9,3,3,1
uniformly,9,6.94,10,4,3,1
unilateral,10,6.42,11,5,2,1
unilaterally,12,6.26,12,6,3,1
unimaginable,12,5.88,11,6,4,1
unimaginative,13,5.63,12,6,4,1
unimpeachably,13,1.1,11,5,4,1
unimportant,11,7.45,10,4,3,1
unimposing,10,1.61,9,4,4,1
unimpeachable,13,4.48,10,5,3,1
unimpressed,11,6.04,9,3,4,1
unimpressive,12,5.19,10,4,4,1
unimproved,10,4.11,9,3,3,1
uninfluenced,12,3.22,11,3,5,1
uninformed,10,7.38,9,3,3,1
uninhabitable,13,4.54,12,6,4,1
uninhibited,11,5.74,11,5,4,1
uninitiate,10,2.3,9,5,3,1
uninjectable,12,0,11,5,4,1
uninominal,10,1.39,10,5,3,1
uninitiated,11,5.96,11,6,4,1
uninspired,10,5.43,9,3,4,1
unintelligible,14,6,12,6,3,1
unintended,10,6.34,10,4,4,1
uninterested,12,5.92,12,5,3,1
uninteresting,13,6.48,12,5,3,1
uninterrupted,13,6.25,12,5,4,1
uninterruptedly,15,1.95,14,6,5,1
uninvited,9,5.28,9,4,3,1
uninvolved,10,4.91,9,3,4,1
universalistic,14,2.3,13,5,0,1
universalize,12,2.3,10,5,4,1
universally,11,7.88,9,5,4,1
university's,12,7.36,11,5,4,1
unjustifiable,13,4.95,12,5,4,1
unjustified,11,6.48,10,4,4,1
unknowingly,11,6.24,8,4,4,1
unlamented,10,3.43,10,4,3,1
unlicensed,10,5.97,8,3,3,1
unlimited,9,10.13,9,4,3,1
unliterary,10,0,10,5,3,1
typewritten,11,5.23,7,3,3,1
typographic,11,5.51,10,4,3,1
tyrannical,10,6.29,8,4,3,1
ubiquitous,10,6.82,10,4,2,1
ultimately,10,9.07,9,4,3,1
ultramodern,11,1.61,10,4,2,1
ultrasonic,10,6.34,10,4,3,1
ultrasonically,14,1.95,12,5,4,1
unabridged,10,6.16,8,3,3,1
unacceptable,12,8.15,11,5,4,1
unacquainted,12,3.43,10,4,3,1
unadjusted,10,3.26,9,4,3,1
unaccountably,13,4.08,11,5,4,1
unaccustomed,12,4.71,10,4,4,1
unaccompanied,13,5.11,11,5,5,1
unaccountable,13,4.64,10,5,3,1
unacknowledged,14,4.65,10,4,5,1
unadulterated,13,5.83,13,6,4,1
unaffected,10,6.74,9,4,4,1
unaggressive,12,1.95,9,4,3,1
unalienable,11,5.95,10,5,3,1
unalterable,11,4.09,9,5,3,1
unalterably,11,3.3,10,5,4,1
unambiguous,11,6.58,11,4,3,1
unanimous,9,6.82,9,4,2,1
unanimously,11,6.44,11,5,3,1
unannounced,11,5.75,8,3,4,1
unanswerable,12,5.04,9,5,3,1
unanswered,10,7.18,7,3,3,1
unappeasable,12,1.1,9,5,3,1
unappeasably,12,0,10,5,4,1
unappreciated,13,4.67,12,6,5,1
unapproachable,14,3.37,10,5,3,1
unashamedly,11,4.66,10,5,5,1
unassisted,10,5.36,9,4,4,1
unassuming,10,4.91,8,4,4,1
unasterisked,12,0,11,4,3,1
unauthentic,11,2.08,9,4,3,1
unavoidably,11,4.93,10,5,4,1
unattached,10,6.25,7,3,4,1
unattainable,12,5.3,9,5,4,1
unattended,10,6.82,9,4,3,1
unattractive,12,6.39,10,4,3,1
unauthorized,12,7.96,9,4,4,1
unavailable,11,8.23,9,5,4,1
unavoidable,11,6.86,9,5,3,1
unbalanced,10,7.24,9,3,3,1
unbearable,10,6.9,8,4,3,1
unbearably,10,5.2,9,4,4,1
unbeatable,10,6.45,8,4,3,1
unbecoming,10,5.22,9,4,3,1
unbeknownst,11,5.48,9,3,5,1
unbelievable,12,8.06,10,5,3,1
unbelievably,12,7.31,11,5,4,1
unbelieving,11,4.84,9,4,3,1
unblemished,11,4.74,9,3,3,1
unblinkingly,12,1.61,11,4,4,1
unbreakable,11,6.27,9,4,3,1
unceasingly,11,3.53,9,4,4,1
unceremonious,13,2.08,12,5,4,1
uncertified,11,4.13,9,4,4,1
unchallenged,12,6.83,9,3,3,1
unchangeable,12,5,9,4,3,1
unchanging,10,5.64,8,3,3,1
uncharitable,12,4.01,10,5,3,1
unchristian,11,4.23,10,3,3,1
uncluttered,11,4.29,8,3,3,1
uncomfortable,13,8.62,11,5,3,1
uncomfortably,13,5.94,12,5,4,1
uncomforted,11,0,10,4,3,1
uncommitted,11,5.23,9,4,4,1
uncommonly,10,4.68,9,4,3,1
uncomplainingly,15,0,13,5,4,1
unconcerned,11,5.73,9,3,4,1
unconcernedly,13,1.95,12,5,5,1
uncompromising,14,5.48,13,5,3,1
uncommunicative,15,3.66,14,6,5,1
unconditional,13,7.1,11,5,3,1
unconditioned,13,3.93,10,4,3,1
unconnected,11,5.72,10,4,3,1
unconquerable,13,3.99,10,5,3,1
unconscionable,14,5.31,10,5,4,1
unconsciously,13,6.44,10,4,4,1
unconstitutional,16,8.19,14,6,5,1
uncontrolled,12,6.97,10,3,3,1
unconvincing,12,5.67,11,4,3,1
uncontrollable,14,6.53,12,5,3,1
unconventional,14,6.81,12,5,5,1
uncooperative,13,5.48,11,5,5,1
uncourageous,12,0,9,4,3,1
uncritical,10,5.08,9,4,3,1
uncritically,12,5.11,10,4,4,1
undecided,9,7.04,9,4,3,1
undeclared,10,5.15,9,3,3,1
undecorated,11,3.47,10,5,4,1
undedicated,11,0.69,11,5,3,1
undefined,9,8.19,8,3,4,1
undeniable,10,6.77,9,4,3,1
undeniably,10,5.96,10,4,4,1
undepicted,10,0,10,4,4,1
undemocratic,12,5.68,12,5,4,1
undemonstrative,15,1.1,14,5,5,1
undependable,12,3.56,11,5,4,1
underdeveloped,14,5.94,12,5,3,1
undereducated,13,5.56,12,6,4,1
traumatic,9,7.17,8,3,1,1
underestimate,13,7.33,11,5,3,1
underestimated,14,6.32,13,6,4,1
underexpose,11,3.56,10,4,3,1
transplanted,12,6.4,12,3,3,1
transported,11,7.4,11,3,3,1
transporting,12,6.74,11,3,3,1
transposed,10,5.16,9,2,3,1
transverse,10,5.99,8,2,2,1
transversely,12,3.37,10,3,3,1
transvestitism,14,2.4,15,5,0,1
treacherous,11,5.96,8,3,2,1
trembling,9,7.19,8,3,2,1
tremendous,10,8.9,9,3,1,1
tremendously,12,7.48,11,4,2,1
tremulously,11,1.61,11,4,2,1
triangular,10,6.74,10,4,3,1
trilateral,10,5.98,10,4,2,1
trilingual,10,3.95,10,3,3,1
tripartite,10,4.68,9,3,3,1
triumphant,10,6.05,9,3,2,1
triumphantly,12,5.31,11,4,3,1
trivialize,10,5.34,9,3,3,1
troublesome,11,6.95,7,3,2,1
truncated,9,7.47,9,3,2,1
trustingly,10,4.84,9,3,3,1
trustworthy,11,7.06,9,3,3,1
truthfully,10,6.49,7,3,3,1
tumultuous,10,4.98,9,3,2,1
turbulent,9,6.42,9,3,2,1
tomorrow's,10,6.76,7,3,2,1
topographic,11,5.83,10,4,3,1
tormented,9,6.1,9,3,2,1
tormenting,10,5.19,9,3,2,1
totalistic,10,3.09,9,4,3,1
totalitarian,12,7.47,12,5,2,1
traditional,11,10.05,9,4,2,1
traditionalistic,16,0,14,6,4,1
traditionalized,15,0,12,5,4,1
traditionally,13,8.15,10,5,3,1
tragically,10,6.45,8,3,2,1
transcended,11,5.88,10,3,2,1
transcends,10,6.37,9,2,2,1
transcribe,10,6.3,9,2,2,1
transcendent,12,6.15,11,3,2,1
transcendental,14,7.58,11,4,3,1
transcribed,11,9.49,10,2,3,1
transcontinental,16,5,14,5,4,1
transcultural,13,3.14,12,4,3,1
transferable,12,5.91,10,4,3,1
transfered,10,6.88,8,2,3,1
transient,9,7.2,9,2,2,1
transferred,11,8.52,8,2,3,1
transferring,12,7.84,9,3,3,1
transfigure,11,2.2,10,3,2,1
transform,9,8.16,9,2,2,1
transformable,13,3.61,12,4,3,1
transformed,11,7.91,10,2,3,1
transforming,12,7,11,3,3,1
transforms,10,7.07,10,2,3,1
transgress,10,4.72,9,2,2,1
transgressed,12,4.61,10,2,3,1
transitional,12,6.69,10,4,3,1
transitory,10,5.39,10,4,2,1
translated,10,8.84,10,3,2,1
translates,10,7.87,9,2,2,1
translating,11,7.67,10,3,2,1
translucent,11,6.23,10,3,3,1
transmigrate,12,1.61,11,3,3,1
transmissible,13,4.34,11,4,3,1
transmits,9,7.62,9,2,3,1
transmittable,13,3.71,11,4,3,1
transmitted,11,8.65,10,3,3,1
transmute,9,7.53,9,2,2,1
transmuted,10,4.2,11,3,3,1
transoceanic,12,3.83,12,5,3,1
transparent,11,8.63,11,3,3,1
transpired,10,6.03,9,2,3,1
transplantable,14,1.61,13,4,3,1
thoroughbred,12,5.46,8,3,2,1
thoughtfully,12,6.17,6,3,3,1
thoughtlessly,13,4.16,8,3,3,1
threatening,11,8.62,7,3,3,1
threateningly,13,3.14,9,4,4,1
thunderstruck,13,3.04,10,3,2,1
tightfisted,11,1.39,9,3,3,1
timberline,10,6.44,8,3,0,1
tirelessly,10,5.2,8,3,3,1
tolerable,9,6.88,8,4,2,1
tolerated,9,7.5,9,4,3,1
tolerating,10,5.6,9,4,3,1
telepathic,10,7.5,9,4,3,1
telepathically,14,5.44,11,5,4,1
telephoned,10,5.55,8,3,3,1
telephoning,11,4.87,9,4,3,1
telescoped,10,2.89,9,3,3,1
telescopic,10,5.31,10,4,3,1
televised,9,6.86,8,3,3,1
temperamental,13,4.8,11,4,3,1
temperately,11,0,10,4,3,1
tempestuous,11,3.81,10,3,2,1
temporally,10,5.12,9,4,3,1
temporarily,11,8.51,11,5,3,1
temporary,9,9.38,9,4,2,1
temptingly,10,3.53,9,3,3,1
tenaciously,11,5,9,4,3,1
tenderhearted,13,1.1,11,4,3,1
tentative,9,7.47,8,3,1,1
tentatively,11,6.87,10,4,2,1
terminated,10,8.1,9,4,3,1
terminates,10,6.64,8,3,3,1
terminating,11,6.82,9,4,3,1
terrestrial,11,7.16,10,3,1,1
terrifying,10,6.88,8,4,3,1
territorial,11,7.7,10,4,2,1
terrorizing,11,5.55,8,4,4,1
testicular,10,5.18,10,4,2,1
testified,9,7.35,8,3,3,1
theatrical,10,7.45,8,4,3,1
theatrically,12,4.63,9,4,4,1
theological,11,7.38,9,4,3,1
theoretical,11,8.8,9,4,3,1
theoretically,13,8.04,10,4,4,1
theoretician's,14,0,10,4,4,1
therapeutic,11,7.14,10,4,1,1
therapist's,11,4.26,9,3,0,1
thereabouts,11,6.6,8,3,3,1
thereafter,10,8.25,7,3,2,1
theretofore,11,3.04,8,3,3,1
thermodynamic,13,6.03,11,5,3,1
thermodynamically,17,4.19,13,6,4,1
thermoelectric,14,4.8,12,5,3,1
thermonuclear,13,5.41,10,4,3,1
thingamajig,11,3.64,10,4,0,1
syntactic,9,6.5,9,3,2,1
syntactical,11,4.74,10,4,3,1
syntactically,13,5.3,11,4,3,1
synthesize,10,6.21,8,3,3,1
synthesized,11,7.9,9,3,4,1
synthesizes,11,3.81,10,4,4,1
synthetic,9,8.11,8,3,2,1
systematic,10,7.91,10,4,2,1
systematically,14,7.3,12,5,3,1
systematize,11,2.2,10,4,2,1
systematized,12,3.69,11,4,3,1
tabulated,9,5.56,10,4,3,1
tactically,10,5.17,8,3,3,1
taffycolored,12,0,9,4,3,1
talismanic,10,2.77,10,4,2,1
tangential,10,6.25,8,3,3,1
tantalizingly,13,4.03,12,5,3,1
tantamount,10,6.41,9,3,1,1
taxpayer's,10,5.3,8,2,4,1
technically,11,8.98,8,3,3,1
technological,13,8.74,11,5,3,1
technologically,15,6.89,12,5,4,1
supervised,10,7.57,8,3,3,1
supervises,10,5.52,9,4,3,1
telegraphed,11,4.04,9,3,3,1
telegraphers,12,2.3,10,4,0,1
telegraphic,11,5.25,10,4,3,1
teleological,12,4.82,11,5,3,1
superstitious,13,6.21,10,4,2,1
supervising,11,6.83,9,4,3,1
supervisor's,12,4.79,9,4,4,1
supervisory,11,7.01,10,5,3,1
supplanted,10,5.28,9,3,2,1
supplemental,12,7.25,10,4,3,1
supplementary,13,6.58,12,5,3,1
supplemented,12,6.32,11,4,3,1
supplicating,12,1.95,10,4,3,1
supportive,10,8.05,8,3,2,1
supposedly,10,9.48,9,4,4,1
suppressed,10,7.63,7,2,3,1
suppressive,11,7.43,8,3,3,1
supranational,13,4.23,10,4,3,1
surprising,10,8.75,8,3,2,1
surprisingly,12,8.33,10,4,3,1
surrendered,11,7.01,8,3,2,1
surreptitious,13,4.3,10,4,1,1
surreptitiously,15,5.26,12,5,2,1
surrounded,10,8.39,8,3,2,1
suspected,9,8.37,9,3,2,1
suspecting,10,5.81,9,3,2,1
suspended,9,8.43,9,3,3,1
suspicious,10,8.12,8,3,2,1
suspiciously,12,6.62,10,4,3,1
sustaining,10,6.8,8,3,3,1
swallowing,10,6.86,7,3,2,1
swallowtailed,13,0,9,3,0,1
symbolical,10,3.3,9,4,3,1
symbolically,12,5.9,10,4,3,1
symbolized,10,5.74,8,3,3,1
symbolizes,10,5.68,9,4,3,1
symmetric,9,6.89,8,3,3,1
symmetrical,11,6.4,9,4,4,1
sympathetic,11,7.81,10,4,3,1
sympathetically,15,4.65,12,5,4,1
