15,1.61,15,6,1
15,1.61,14,5,1
16,1.61,15,6,1
15,1.61,13,5,1
13,1.39,12,5,1
14,1.39,11,5,1
13,1.39,11,5,1
16,1.39,14,6,1
13,1.39,11,5,1
11,1.39,10,4,1
11,1.39,9,4,1
11,1.39,8,4,1
12,1.39,9,4,1
11,1.39,9,3,1
10,1.39,9,4,1
11,1.39,11,5,1
14,1.39,12,4,1
11,1.39,10,4,1
11,1.39,10,4,1
10,1.39,9,3,1
10,1.39,9,3,1
13,1.39,10,5,1
11,1.39,9,4,1
12,1.39,10,4,1
11,1.39,9,4,1
14,1.39,11,4,1
13,1.39,12,5,1
11,1.39,10,4,1
10,1.39,9,3,1
9,1.39,9,4,1
13,1.39,11,5,1
14,1.39,11,5,1
15,1.39,13,5,1
11,1.39,12,4,1
10,1.39,9,4,1
11,1.39,8,3,1
12,1.39,12,6,1
13,1.39,12,5,1
11,1.39,9,4,1
10,1.39,10,4,1
10,1.39,9,3,1
12,1.39,10,5,1
13,1.39,11,5,1
11,1.39,10,4,1
14,1.39,14,6,1
12,1.39,12,5,1
13,1.39,13,5,1
16,1.39,15,6,1
13,1.39,10,5,1
12,1.39,11,4,1
11,1.39,10,5,1
11,1.39,10,5,1
11,1.39,10,4,1
12,1.39,11,4,1
10,1.39,10,4,1
11,1.39,10,4,1
10,1.39,9,4,1
12,1.39,9,5,1
11,1.39,10,4,1
14,1.39,13,5,1
10,1.39,10,3,1
12,1.39,10,4,1
11,1.39,10,4,1
11,1.39,8,4,1
11,1.39,9,4,1
13,1.39,11,5,1
12,1.39,10,4,1
13,1.39,12,5,1
11,1.39,8,4,1
11,1.39,9,4,1
13,1.39,12,5,1
14,1.39,13,4,1
12,1.39,11,4,1
10,1.39,9,3,1
12,1.39,11,4,1
10,1.39,9,4,1
11,1.39,10,4,1
11,1.39,8,2,1
11,1.39,8,4,1
11,1.39,9,4,1
13,1.39,11,5,1
13,1.39,12,5,1
12,1.39,9,4,1
10,1.39,9,3,1
12,1.39,9,5,1
11,1.39,10,4,1
12,1.39,10,4,1
11,1.39,9,3,1
14,1.39,11,4,1
11,1.39,9,3,1
10,1.39,9,3,1
14,1.39,13,5,1
12,1.39,9,4,1
10,1.39,9,3,1
11,1.39,8,3,1
12,1.39,10,5,1
10,1.39,9,4,1
11,1.39,9,3,1
10,1.39,9,2,1
16,1.39,15,5,1
12,1.39,11,4,1
11,1.39,10,4,1
12,1.39,10,4,1
10,1.39,8,4,1
12,1.39,9,4,1
12,1.39,10,4,1
11,1.39,9,4,1
10,1.39,8,4,1
12,1.39,11,5,1
10,1.39,10,4,1
10,1.1,9,3,1
14,1.1,12,6,1
14,1.1,13,6,1
11,1.1,10,4,1
18,1.1,14,6,1
12,1.1,10,5,1
11,1.1,10,4,1
11,1.1,8,4,1
12,1.1,11,5,1
11,1.1,8,3,1
13,1.1,11,5,1
10,1.1,9,4,1
11,1.1,10,4,1
13,1.1,13,5,1
12,1.1,12,5,1
14,1.1,12,5,1
12,1.1,10,3,1
12,1.1,10,3,1
10,1.1,9,4,1
12,1.1,10,4,1
12,1.1,12,5,1
12,1.1,10,5,1
14,1.1,12,5,1
10,1.1,9,4,1
13,1.1,12,5,1
12,1.1,10,4,1
12,1.1,11,4,1
10,1.1,9,3,1
10,1.1,9,3,1
11,1.1,10,4,1
12,1.1,10,5,1
14,1.1,12,5,1
11,1.1,11,4,1
14,1.1,12,5,1
11,1.1,9,4,1
13,1.1,10,4,1
11,1.1,8,3,1
10,1.1,9,4,1
10,1.1,9,3,1
11,1.1,9,3,1
12,1.1,10,5,1
10,1.1,9,4,1
14,1.1,13,6,1
11,1.1,11,5,1
12,1.1,11,5,1
11,1.1,9,4,1
16,1.1,15,6,1
14,1.1,14,5,1
14,1.1,13,6,1
9,1.1,9,4,1
16,1.1,14,6,1
10,1.1,9,3,1
14,1.1,13,5,1
10,1.1,9,4,1
13,1.1,12,5,1
9,1.1,9,4,1
10,1.1,10,3,1
15,1.1,12,5,1
13,1.1,11,4,1
11,1.1,10,3,1
14,1.1,13,4,1
10,1.1,8,4,1
12,1.1,9,4,1
10,1.1,8,4,1
10,1.1,9,3,1
13,1.1,10,4,1
13,1.1,9,4,1
10,1.1,9,4,1
9,1.1,9,4,1
11,1.1,9,3,1
12,1.1,11,3,1
14,1.1,10,5,1
11,1.1,8,4,1
12,1.1,11,4,1
12,1.1,9,4,1
10,1.1,9,3,1
12,1.1,9,4,1
15,1.1,14,6,1
12,1.1,10,4,1
11,1.1,10,4,1
9,1.1,9,4,1
18,1.1,14,8,1
16,1.1,11,5,1
13,1.1,12,5,1
10,1.1,9,3,1
11,1.1,10,4,1
11,1.1,9,3,1
12,1.1,10,4,1
11,1.1,8,2,1
12,1.1,10,4,1
10,1.1,10,5,1
10,1.1,9,4,1
13,1.1,11,5,1
11,1.1,9,2,1
11,1.1,9,3,1
11,1.1,9,3,1
13,1.1,13,4,1
9,1.1,9,4,1
12,1.1,12,4,1
11,1.1,9,3,1
11,1.1,10,4,1
14,1.1,12,5,1
10,1.1,9,4,1
12,1.1,9,5,1
13,1.1,9,4,1
15,1.1,13,6,1
11,1.1,9,4,1
12,1.1,11,5,1
9,1.1,10,4,1
13,1.1,12,5,1
14,1.1,14,6,1
10,1.1,9,4,1
10,1.1,10,4,1
10,1.1,9,5,1
12,1.1,11,4,1
12,0.69,11,4,1
12,0.69,11,5,1
11,0.69,10,4,1
11,0.69,8,3,1
11,0.69,10,5,1
12,0.69,11,5,1
14,0.69,12,5,1
13,0.69,10,5,1
13,0.69,12,5,1
11,0.69,9,4,1
10,0.69,9,4,1
10,0.69,9,4,1
14,0.69,11,4,1
13,0.69,12,5,1
12,0.69,10,5,1
11,0.69,10,4,1
13,0.69,11,5,1
11,0.69,8,3,1
12,0.69,9,3,1
11,0.69,10,4,1
12,0.69,11,4,1
11,0.69,9,3,1
12,0.69,11,4,1
14,0.69,12,5,1
11,0.69,9,3,1
11,0.69,10,4,1
12,0.69,9,3,1
10,0.69,9,4,1
11,0.69,9,4,1
13,0.69,13,5,1
10,0.69,8,4,1
11,0.69,10,4,1
12,0.69,11,5,1
12,0.69,10,4,1
13,0.69,12,6,1
10,0.69,9,4,1
10,0.69,9,5,1
12,0.69,11,5,1
12,0.69,11,5,1
10,0.69,9,3,1
12,0.69,10,4,1
13,0.69,11,5,1
14,0.69,14,5,1
12,0.69,10,4,1
13,0.69,10,5,1
12,0.69,12,5,1
11,0.69,8,4,1
10,0.69,9,4,1
10,0.69,9,3,1
11,0.69,10,3,1
11,0.69,11,5,1
9,0.69,9,4,1
14,0.69,11,5,1
11,0.69,9,4,1
9,0.69,9,4,1
10,0.69,9,4,1
9,0.69,10,4,1
13,0.69,13,5,1
13,0.69,12,5,1
12,0.69,11,5,1
12,0.69,9,4,1
12,0.69,9,3,1
10,0.69,9,3,1
10,0.69,9,3,1
10,0.69,10,4,1
12,0.69,10,5,1
10,0.69,8,4,1
12,0.69,12,5,1
13,0.69,13,5,1
11,0.69,11,4,1
12,0.69,11,4,1
11,0.69,9,3,1
11,0.69,9,4,1
18,0.69,16,7,1
11,0.69,9,4,1
12,0.69,10,4,1
12,0.69,10,4,1
12,0.69,11,4,1
13,0.69,10,4,1
12,0.69,10,4,1
11,0.69,11,4,1
11,0.69,10,3,1
16,0.69,12,5,1
10,0.69,10,4,1
10,0.69,9,3,1
11,0.69,10,4,1
12,0.69,10,4,1
13,0.69,13,5,1
11,0.69,9,3,1
11,0.69,8,3,1
9,0.69,9,4,1
10,0.69,8,4,1
10,0.69,9,3,1
11,0.69,8,3,1
13,0.69,12,6,1
13,0.69,12,5,1
9,0.69,9,4,1
10,0.69,8,4,1
12,0.69,9,4,1
11,0.69,11,5,1
16,0.69,13,5,1
11,0.69,9,4,1
11,0.69,9,4,1
10,0.69,10,4,1
11,0.69,9,3,1
15,0.69,11,5,1
12,0.69,9,3,1
13,0.69,12,4,1
11,0.69,10,4,1
12,0.69,12,4,1
12,0.69,9,4,1
13,0.69,12,5,1
10,0.69,10,4,1
12,0.69,11,4,1
12,0.69,12,5,1
11,0.69,10,4,1
10,0.69,10,4,1
11,0.69,9,4,1
10,0.69,10,4,1
13,0.69,10,5,1
12,0.69,11,5,1
11,0.69,10,4,1
10,0.69,9,2,1
13,0.69,13,5,1
12,0.69,10,4,1
10,0.69,9,3,1
13,0.69,13,4,1
13,0.69,9,3,1
18,0.69,17,6,1
13,0.69,10,4,1
12,0.69,11,5,1
12,0.69,11,4,1
11,0.69,11,5,1
12,0.69,9,4,1
11,0.69,8,3,1
10,0,10,5,1
10,0,9,4,1
10,0,9,4,1
12,0,11,5,1
11,0,9,4,1
14,0,14,6,1
10,0,8,4,1
10,0,10,5,1
11,0,10,5,1
13,0,10,5,1
