0.312736444,0.5,0.8,0.666666667,0.5,1
0.276796974,0.5,0.8,0.666666667,0.5,2
0.761664565,0.5,0.6,0.666666667,0.5,0
0.349936948,0.5,0.8,0.666666667,1,1
0.350567465,0.5,0.8,0.666666667,0.5,2
0.733921816,0.5,0.4,0.333333333,0.5,0
0.591424968,0.5,0.6,0.333333333,1,1
0.384615385,0.5,0.8,0.666666667,0.5,1
0.35813367,0.5,0.8,0.666666667,0.5,0
0.513240858,0.5,0.8,0.666666667,1,2
0.73518285,0.5,0.6,0.666666667,0.5,1
0.343631778,0.5,0.4,0.333333333,0.5,0
0.371374527,0.5,0.6,0.666666667,1,1
0.315258512,0.5,0.8,0.666666667,0.5,1
0.491803279,0.5,0.8,0.666666667,0.5,0
0.431904161,0.5,0.6,0.333333333,1,2
0.855611602,0.5,0.8,0.666666667,0.5,2
0.832912989,0.5,0.4,0.333333333,0.5,1
0.397225725,0.5,0.8,0.666666667,0.5,0
0.534678436,0.5,0.6,0.666666667,1,1
0.409205549,0.5,0.6,0.666666667,0.5,1
0.519546028,0.5,0.6,0.333333333,0.5,2
0.940100883,0.5,0.4,0.333333333,0.5,1
0.366330391,0.5,0.8,0.666666667,0.5,0
0.385876419,0.5,0.8,0.666666667,1,0
0.178436318,0.5,0.6,0.666666667,1,2
0.746532156,0.5,0.6,0.333333333,0.5,0
0.61223203,0.5,0.8,0.333333333,1,2
0.558638083,0.5,0.4,0.333333333,0.5,0
0.170870113,0.5,0.6,0.666666667,1,0
0.351828499,0.5,0.4,0.333333333,1,1
0.382723834,0.5,0.6,0.666666667,0.5,1
0.309583859,0.5,0.6,0.333333333,0.5,1
0.499369483,0.5,0.8,0.333333333,0.5,1
0.356872636,0.5,0.6,0.333333333,0.5,2
0.570617907,0.5,0.6,0.333333333,0.5,1
0.349936948,0.5,0.8,0.333333333,0.5,2
0.942622951,0.5,0.4,0.333333333,0.5,2
0.851828499,0.5,0.6,0.333333333,0.5,1
0.531525851,0.5,0.6,0.333333333,0.5,0
0.445775536,0.5,0.8,0.333333333,1,2
0.788776797,0.5,0.8,0.333333333,0.5,1
0.346784363,0.5,0.6,0.333333333,0.5,2
0.762295082,0.5,0.6,0.333333333,0.5,1
0.395334174,0.5,0.8,0.333333333,0.5,1
0.540983607,0.5,0.6,0.333333333,0.5,1
0.403530895,0.5,0.6,0.333333333,0.5,1
0.542875158,0.5,0.8,0.333333333,0.5,0
0.34741488,0.5,0.8,0.666666667,1,2
0.660151324,0.5,0.8,0.333333333,0.5,0
0.302648172,0.5,1,0.666666667,1,1
0.445145019,0.5,0.8,0.333333333,0.5,1
0.50630517,0.5,0.8,0.333333333,0.5,1
0.321563682,0.5,0.6,0.666666667,0.5,1
0.62295082,0.5,0.8,0.666666667,0.5,2
0.734552333,0.5,0.6,0.333333333,0.5,1
0.343631778,0.5,0.6,0.333333333,0.5,1
0.348675914,0.5,0.6,0.333333333,0.5,1
0.549810845,0.5,0.6,0.333333333,0.5,1
0.427490542,0.5,0.8,0.333333333,0.5,1
0.424337957,0.5,0.8,0.333333333,0.5,1
0.209962169,0.5,0.8,0.333333333,0.5,1
0.481715006,0.5,0.8,0.333333333,0.5,2
0.627994956,0.5,0.8,0.333333333,0,1
0.350567465,0.5,0.8,0.666666667,0.5,1
